	Date	Time	Position	X[mV]	Y[mV]	Z[mV]
0	12/02/2019	09:23:24	nan	93.996467	-15430.99452	559.76133
1	12/02/2019	09:23:34	nan	94.013454	-15431.03879	559.776805
2	12/02/2019	09:23:44	nan	93.820107	-15431.06128	559.850537
3	12/02/2019	09:23:54	nan	93.755592	-15431.12073	559.882367
4	12/02/2019	09:24:04	nan	93.982735	-15430.97809	559.75966
5	12/02/2019	09:24:14	nan	94.022419	-15430.92632	559.770429
6	12/02/2019	09:24:24	nan	94.116543	-15430.80565	559.716245
7	12/02/2019	09:24:34	nan	94.166308	-15430.94096	559.707234
8	12/02/2019	09:24:44	nan	94.201138	-15430.8733	559.68143
9	12/02/2019	09:24:54	nan	94.127086	-15430.63356	559.701463
10	12/02/2019	09:25:04	nan	94.081965	-15430.63766	559.752647
11	12/02/2019	09:25:14	nan	93.999033	-15430.75745	559.808173
12	12/02/2019	09:25:24	nan	93.950701	-15430.90776	559.808509
13	12/02/2019	09:25:34	nan	93.949031	-15430.77458	559.81784
14	12/02/2019	09:25:44	nan	93.954774	-15430.70603	559.805886
15	12/02/2019	09:25:54	nan	93.983127	-15430.92383	559.807846
16	12/02/2019	09:26:04	nan	93.992809	-15430.84385	559.800675
17	12/02/2019	09:26:14	nan	93.991427	-15430.89901	559.813275
18	12/02/2019	09:26:24	nan	93.948144	-15430.78744	559.836774
19	12/02/2019	09:26:34	nan	93.992791	-15430.9681	559.835668
20	12/02/2019	09:26:44	nan	93.993923	-15430.82475	559.840534
21	12/02/2019	09:26:54	nan	93.975432	-15431.07432	559.8539
22	12/02/2019	09:27:04	nan	94.066598	-15431.19107	559.83495
23	12/02/2019	09:27:14	nan	94.126797	-15431.11627	559.802739
24	12/02/2019	09:27:24	nan	94.198009	-15431.29782	559.766066
25	12/02/2019	09:27:34	nan	94.220868	-15431.30193	559.737192
26	12/02/2019	09:27:44	nan	94.143798	-15431.18232	559.764897
27	12/02/2019	09:27:54	nan	94.114297	-15431.29139	559.758659
28	12/02/2019	09:28:04	nan	94.001236	-15431.11627	559.785275
29	12/02/2019	09:28:14	nan	93.956374	-15431.0936	559.786354
30	12/02/2019	09:28:24	nan	93.858182	-15431.15661	559.806355
31	12/02/2019	09:28:34	nan	93.861147	-15431.12698	559.799087
32	12/02/2019	09:28:44	nan	93.827083	-15431.30103	559.780329
33	12/02/2019	09:28:54	nan	93.820989	-15431.18339	559.777344
34	12/02/2019	09:29:04	nan	93.805022	-15431.24819	559.784296
35	12/02/2019	09:29:14	nan	93.903536	-15431.29925	559.711975
36	12/02/2019	09:29:24	nan	94.038446	-15431.51133	559.667661
37	12/02/2019	09:29:34	nan	93.981668	-15431.15572	559.705972
38	12/02/2019	09:29:44	nan	93.906997	-15431.15286	559.740183
39	12/02/2019	09:29:54	nan	93.890738	-15431.17125	559.774913
40	12/02/2019	09:30:04	nan	93.890706	-15431.16018	559.764959
41	12/02/2019	09:30:14	nan	93.937656	-15431.09949	559.754064
42	12/02/2019	09:30:24	nan	93.935998	-15431.26622	559.785382
43	12/02/2019	09:30:34	nan	93.948494	-15431.13216	559.777614
44	12/02/2019	09:30:44	nan	93.93255	-15431.17464	559.811802
45	12/02/2019	09:30:54	nan	93.966539	-15431.03843	559.810449
46	12/02/2019	09:31:04	nan	94.00709	-15431.03058	559.786842
47	12/02/2019	09:31:14	nan	94.049933	-15430.99862	559.780951
48	12/02/2019	09:31:24	nan	94.103436	-15430.93614	559.765583
49	12/02/2019	09:31:34	nan	94.148786	-15430.97203	559.75875
50	12/02/2019	09:31:44	nan	94.168398	-15430.78173	559.748747
51	12/02/2019	09:31:54	nan	94.191606	-15430.87563	559.734494
52	12/02/2019	09:32:04	nan	94.194402	-15430.7819	559.74078
53	12/02/2019	09:32:14	nan	94.202138	-15430.82368	559.733144
54	12/02/2019	09:32:24	nan	94.177448	-15430.57054	559.739708
55	12/02/2019	09:32:35	nan	94.163782	-15430.90455	559.726823
56	12/02/2019	09:32:45	nan	94.131308	-15430.93418	559.696622
57	12/02/2019	09:32:55	nan	94.085388	-15430.83135	559.702096
58	12/02/2019	09:33:05	nan	94.043844	-15431.06718	559.68017
59	12/02/2019	09:33:15	nan	94.035179	-15431.03915	559.69846
60	12/02/2019	09:33:25	nan	94.005868	-15430.9481	559.701509
61	12/02/2019	09:33:35	nan	94.021994	-15431.11787	559.689877
62	12/02/2019	09:33:45	nan	94.03153	-15431.15233	559.67006
63	12/02/2019	09:33:55	nan	94.023958	-15430.88062	559.684439
64	12/02/2019	09:34:05	nan	94.052927	-15430.82403	559.677517
65	12/02/2019	09:34:15	nan	94.074049	-15430.92275	559.672292
66	12/02/2019	09:34:25	nan	94.114397	-15430.98274	559.648467
67	12/02/2019	09:34:35	nan	94.122499	-15430.87241	559.676044
68	12/02/2019	09:34:45	nan	94.141384	-15430.64569	559.664176
69	12/02/2019	09:34:55	nan	94.153205	-15430.79726	559.683015
70	12/02/2019	09:35:05	nan	94.10693	-15430.80101	559.701669
71	12/02/2019	09:35:15	nan	94.153368	-15430.66462	559.699805
72	12/02/2019	09:35:25	nan	94.118992	-15430.53716	559.72719
73	12/02/2019	09:35:35	nan	94.18354	-15430.60356	559.693015
74	12/02/2019	09:35:45	nan	94.160401	-15430.57179	559.71267
75	12/02/2019	09:35:55	nan	94.227279	-15430.42219	559.686488
76	12/02/2019	09:36:05	nan	94.24421	-15430.43504	559.678402
77	12/02/2019	09:36:15	nan	94.275537	-15430.4529	559.688025
78	12/02/2019	09:36:25	nan	94.268075	-15430.33043	559.690413
79	12/02/2019	09:36:35	nan	94.295739	-15430.23278	559.70144
80	12/02/2019	09:36:45	nan	94.278066	-15430.23314	559.712723
81	12/02/2019	09:36:55	nan	94.29699	-15430.31169	559.702496
82	12/02/2019	09:37:05	nan	94.310571	-15430.13406	559.709647
83	12/02/2019	09:37:15	nan	94.376711	-15430.16405	559.67322
84	12/02/2019	09:37:25	nan	94.384212	-15430.12906	559.659181
85	12/02/2019	09:37:35	nan	94.368529	-15430.07997	559.676037
86	12/02/2019	09:37:45	nan	94.348851	-15430.0241	559.677593
87	12/02/2019	09:37:55	nan	94.380699	-15429.78649	559.680213
88	12/02/2019	09:38:05	nan	94.382618	-15429.88325	559.686911
89	12/02/2019	09:38:15	nan	94.406307	-15429.98696	559.68692
90	12/02/2019	09:38:25	nan	94.412428	-15429.75221	559.668674
91	12/02/2019	09:38:35	nan	94.427412	-15429.68866	559.68094
92	12/02/2019	09:38:45	nan	94.42505	-15429.64617	559.701966
93	12/02/2019	09:38:55	nan	94.438051	-15429.74864	559.694097
94	12/02/2019	09:39:05	nan	94.461015	-15429.76739	559.667567
95	12/02/2019	09:39:15	nan	94.493332	-15429.77881	559.668482
96	12/02/2019	09:39:25	nan	94.550094	-15429.63314	559.642082
