	Date	Time	Position	X[mV]	Y[mV]	Z[mV]
0	07/02/2019	09:47:40	nan	-484.335966	-15548.19733	510.921978
1	07/02/2019	09:47:50	nan	-484.354143	-15547.8951	510.928966
2	07/02/2019	09:48:00	nan	-484.277874	-15547.75354	510.935035
3	07/02/2019	09:48:10	nan	-484.269014	-15547.99186	510.958672
4	07/02/2019	09:48:20	nan	-484.39233	-15548.15003	510.908544
5	07/02/2019	09:48:30	nan	-484.324322	-15547.98811	510.937526
6	07/02/2019	09:48:40	nan	-484.433977	-15548.15931	510.905848
7	07/02/2019	09:48:50	nan	-484.50753	-15548.01864	510.86412
8	07/02/2019	09:49:00	nan	-484.493884	-15547.96722	510.876728
9	07/02/2019	09:49:10	nan	-484.501089	-15547.86654	510.886341
10	07/02/2019	09:49:20	nan	-484.496719	-15547.89207	510.869785
11	07/02/2019	09:49:30	nan	-484.47083	-15547.87511	510.881016
12	07/02/2019	09:49:40	nan	-484.571652	-15547.94884	510.855734
13	07/02/2019	09:49:50	nan	-484.628523	-15547.92902	510.833328
14	07/02/2019	09:50:00	nan	-484.553637	-15547.87886	510.879467
15	07/02/2019	09:50:10	nan	-484.432315	-15547.81173	510.94627
16	07/02/2019	09:50:20	nan	-484.445765	-15547.94116	510.933791
17	07/02/2019	09:50:30	nan	-484.454429	-15547.60626	510.898215
18	07/02/2019	09:50:40	nan	-484.354501	-15547.65767	510.909836
19	07/02/2019	09:50:50	nan	-484.38442	-15547.70802	510.857784
20	07/02/2019	09:51:01	nan	-484.397548	-15547.77514	510.827552
21	07/02/2019	09:51:11	nan	-484.38311	-15547.75747	510.826978
22	07/02/2019	09:51:21	nan	-484.34437	-15547.74675	510.819049
23	07/02/2019	09:51:31	nan	-484.386616	-15547.81816	510.793338
24	07/02/2019	09:51:41	nan	-484.364533	-15547.67249	510.809287
25	07/02/2019	09:51:51	nan	-484.285835	-15547.9176	510.839087
26	07/02/2019	09:52:01	nan	-484.21098	-15547.92563	510.885793
27	07/02/2019	09:52:11	nan	-484.352381	-15547.69695	510.839708
28	07/02/2019	09:52:21	nan	-484.348376	-15547.84565	510.860366
29	07/02/2019	09:52:31	nan	-484.289948	-15547.9217	510.873334
30	07/02/2019	09:52:41	nan	-484.300016	-15547.92581	510.870686
31	07/02/2019	09:52:51	nan	-484.413757	-15548.01632	510.835313
32	07/02/2019	09:53:01	nan	-484.438438	-15547.96276	510.848906
33	07/02/2019	09:53:11	nan	-484.342887	-15548.17377	510.923608
34	07/02/2019	09:53:21	nan	-484.37048	-15548.00596	510.891503
35	07/02/2019	09:53:31	nan	-484.389928	-15547.72319	510.876561
36	07/02/2019	09:53:41	nan	-484.435704	-15547.74925	510.872053
37	07/02/2019	09:53:51	nan	-484.406432	-15547.5345	510.883568
38	07/02/2019	09:54:01	nan	-484.379735	-15547.68142	510.915266
39	07/02/2019	09:54:11	nan	-484.421992	-15547.66285	510.927304
40	07/02/2019	09:54:21	nan	-484.508197	-15547.68374	510.843461
41	07/02/2019	09:54:31	nan	-484.469231	-15547.48969	510.879753
42	07/02/2019	09:54:41	nan	-484.476364	-15547.2835	510.851396
43	07/02/2019	09:54:51	nan	-484.551932	-15547.23459	510.848332
44	07/02/2019	09:55:01	nan	-484.590571	-15547.32135	510.821539
45	07/02/2019	09:55:11	nan	-484.573515	-15547.16907	510.852848
46	07/02/2019	09:55:21	nan	-484.508699	-15546.94628	510.888725
47	07/02/2019	09:55:31	nan	-484.421511	-15547.0234	510.924171
48	07/02/2019	09:55:41	nan	-484.484582	-15546.98984	510.876414
49	07/02/2019	09:55:51	nan	-484.444311	-15546.98359	510.86664
50	07/02/2019	09:56:01	nan	-484.428712	-15547.04875	510.85753
51	07/02/2019	09:56:11	nan	-484.385165	-15546.96342	510.882673
52	07/02/2019	09:56:21	nan	-484.369968	-15547.06696	510.855653
53	07/02/2019	09:56:31	nan	-484.325828	-15547.07035	510.856272
54	07/02/2019	09:56:41	nan	-484.31353	-15547.11801	510.837826
55	07/02/2019	09:56:51	nan	-484.269661	-15547.04429	510.86367
56	07/02/2019	09:57:01	nan	-484.170608	-15547.20959	510.917832
57	07/02/2019	09:57:11	nan	-484.2302	-15547.19674	510.890554
58	07/02/2019	09:57:21	nan	-484.365151	-15547.18389	510.817737
59	07/02/2019	09:57:31	nan	-484.249303	-15546.9129	510.879088
60	07/02/2019	09:57:41	nan	-484.220688	-15546.93057	510.888283
61	07/02/2019	09:57:51	nan	-484.247106	-15547.00948	510.90806
62	07/02/2019	09:58:01	nan	-484.231224	-15547.03804	510.919526
63	07/02/2019	09:58:11	nan	-484.335099	-15547.21531	510.868159
64	07/02/2019	09:58:21	nan	-484.306836	-15547.1539	510.891668
65	07/02/2019	09:58:31	nan	-484.296756	-15547.09963	510.912683
66	07/02/2019	09:58:41	nan	-484.311127	-15547.00858	510.900895
67	07/02/2019	09:58:51	nan	-484.304431	-15547.02429	510.885299
68	07/02/2019	09:59:01	nan	-484.301276	-15546.45375	510.896609
69	07/02/2019	09:59:11	nan	-484.289784	-15546.66797	510.904225
70	07/02/2019	09:59:21	nan	-484.237551	-15546.40323	510.936741
71	07/02/2019	09:59:31	nan	-484.313688	-15546.38234	510.918273
72	07/02/2019	09:59:41	nan	-484.301524	-15546.27684	510.912116
73	07/02/2019	09:59:51	nan	-484.252066	-15546.67797	510.9246
74	07/02/2019	10:00:01	nan	-484.316918	-15546.55586	510.909375
75	07/02/2019	10:00:11	nan	-484.316066	-15546.38466	510.917587
76	07/02/2019	10:00:21	nan	-484.354283	-15546.63637	510.911591
77	07/02/2019	10:00:31	nan	-484.360073	-15546.6785	510.903418
78	07/02/2019	10:00:41	nan	-484.362289	-15546.61352	510.891793
79	07/02/2019	10:00:51	nan	-484.355253	-15546.79686	510.896564
80	07/02/2019	10:01:01	nan	-484.322969	-15546.93557	510.906715
81	07/02/2019	10:01:11	nan	-484.368613	-15546.75884	510.90519
82	07/02/2019	10:01:21	nan	-484.367602	-15546.8115	510.940315
83	07/02/2019	10:01:31	nan	-484.439798	-15546.66636	510.886029
84	07/02/2019	10:01:41	nan	-484.482973	-15546.71831	510.880926
85	07/02/2019	10:01:51	nan	-484.43705	-15546.55533	510.892502
86	07/02/2019	10:02:01	nan	-484.383861	-15546.55765	510.925138
87	07/02/2019	10:02:11	nan	-484.356775	-15546.31736	510.953222
88	07/02/2019	10:02:21	nan	-484.351497	-15546.24828	510.942605
89	07/02/2019	10:02:31	nan	-484.339468	-15546.19044	510.96247
90	07/02/2019	10:02:41	nan	-484.387729	-15546.53373	510.940101
91	07/02/2019	10:02:51	nan	-484.397993	-15546.12331	510.94757
92	07/02/2019	10:03:01	nan	-484.360159	-15546.47606	510.971524
93	07/02/2019	10:03:11	nan	-484.411497	-15546.31522	510.932508
94	07/02/2019	10:03:21	nan	-484.444961	-15546.16955	510.920699
95	07/02/2019	10:03:31	nan	-484.387688	-15545.87821	510.947862
96	07/02/2019	10:03:41	nan	-484.443746	-15546.15188	510.934871
97	07/02/2019	10:03:51	nan	-484.458804	-15546.50231	510.937116
98	07/02/2019	10:04:01	nan	-484.397007	-15546.29969	510.965752
99	07/02/2019	10:04:11	nan	-484.377993	-15546.29648	510.984046
100	07/02/2019	10:04:21	nan	-484.269268	-15546.39412	511.008148
101	07/02/2019	10:04:31	nan	-484.343513	-15546.54372	510.982981
102	07/02/2019	10:04:41	nan	-484.403076	-15546.43929	510.946119
103	07/02/2019	10:04:51	nan	-484.431354	-15546.26024	510.919032
104	07/02/2019	10:05:01	nan	-484.43408	-15546.3486	510.931387
105	07/02/2019	10:05:11	nan	-484.44224	-15546.27809	510.916738
106	07/02/2019	10:05:21	nan	-484.432501	-15546.17383	510.943725
107	07/02/2019	10:05:31	nan	-484.374701	-15546.30326	510.954332
108	07/02/2019	10:05:41	nan	-484.369741	-15546.13813	510.970152
109	07/02/2019	10:05:51	nan	-484.337574	-15546.28916	510.951255
110	07/02/2019	10:06:01	nan	-484.374769	-15546.09796	510.949246
111	07/02/2019	10:06:11	nan	-484.329962	-15545.86071	510.979246
112	07/02/2019	10:06:21	nan	-484.280014	-15545.87874	510.972238
113	07/02/2019	10:06:31	nan	-484.372139	-15545.83465	510.939902
114	07/02/2019	10:06:41	nan	-484.423125	-15545.99585	510.940969
115	07/02/2019	10:06:51	nan	-484.399181	-15546.21507	510.951953
116	07/02/2019	10:07:01	nan	-484.423539	-15546.61281	510.935557
117	07/02/2019	10:07:11	nan	-484.471508	-15546.20222	510.939481
118	07/02/2019	10:07:21	nan	-484.440889	-15546.38681	510.942875
119	07/02/2019	10:07:31	nan	-484.444883	-15546.14456	510.95312
120	07/02/2019	10:07:41	nan	-484.391279	-15546.2863	510.994244
121	07/02/2019	10:07:51	nan	-484.341996	-15546.42572	510.986429
122	07/02/2019	10:08:01	nan	-484.46825	-15546.54783	510.969081
123	07/02/2019	10:08:11	nan	-484.5413	-15546.78472	510.913989
